#,type,conscieniousness,agreeable,extraversion,neuroticism,openness
7225,INTP,13.31656695,40.81249272,33.78332171,95.91845644,56.11854875
7226,ISFP,39.93073223,47.5238001,20.63322508,96.96551118,85.6768469
7227,INTJ,63.03915335,52.70045805,54.03613526,89.04779936,66.39940092
7228,ENFJ,20.6190421,49.03011023,4.727578196,99,63.18727786
7229,INFJ,22.33427526,78.97038941,12.73276561,63.69876102,67.82586854
7230,INFJ,57.39108182,48.53337791,61.3489809,88.07537041,80.2754676
7231,INFP,28.57153716,57.80136505,22.1978234,98.61641755,51.69674174
7232,INFJ,70.31953811,76.41757017,51.4565358,84.89309802,72.10811718
7233,INFP,15.22405914,50.97661483,which,97.18587303,82.35997062
7234,ENFP,24.77836864,31.26905536,28.63264527,99,44.26902794
7235,INFP,24.078052,37.98248691,13.06496604,98.56161925,73.82508757
7236,INTJ,42.05238753,76.25421315,60.94724078,73.16720522,64.86533977
7237,ESTP,21.52362567,47.5209913,40.40301965,99,77.38566481
7238,ISTP,18.91013026,26.2049188,41.97017011,99,49.73084016
7239,ESTP,13.85212201,68.72564385,58.87622603,86.80895473,86.85599948
7240,INFP,35.19764374,57.0996069,45.3710483,93.8872461,83.93492598
7241,ENTP,11.50280781,36.62146914,40.58110243,96.44608801,82.40194605
7242,INFP,44.02319032,29.24844576,58.16045292,96.1982784,66.48946954
7243,INFJ,74.5183557,23.34612309,28.27444486,86.96329661,36.89210897
7244,INTJ,44.13416314,43.19118694,27.06330966,99,57.93088088
7245,ENFP,49.42524187,60.86754106,47.83629463,89.39835991,53.10356709
7246,INFJ,38.95810518,27.22892024,26.77045441,99,79.8673083
7247,INFJ,26.62942924,65.83215511,19.92395909,94.23162959,71.90132077
7248,ENFP,8.195013946,46.80903967,33.93724194,99,88.85640295
7249,INFP,39.25041396,67.76559047,51.90838011,90.3596855,78.04062597
7250,INFP,7.931566505,33.69159305,22.33926199,99,85.54658125
7251,ENFP,2.206340236,77.75343023,18.17169005,99,94.87397192
7252,ESTJ,7.536658052,47.00320099,30.00501294,91.40999393,90.03152424
7253,INFJ,64.43195017,80.36365111,44.86436748,63.28839906,46.17484439
7254,ISTJ,30.42152603,60.56627534,25.12064293,94.57164602,84.29917945
7255,INTP,77.93627227,47.14045508,61.40556041,76.23848395,31.18781755
7256,ISFP,45.56810003,64.26232746,36.15290485,90.60980221,72.19821914
7257,ENFP,50.03043907,58.83816536,30.34628827,90.8434757,79.37231924
7258,INFP,49.18258943,66.95449941,42.74065275,83.24729158,83.1138953
7259,INTJ,45.29249556,55.64330171,8.9458263,98.92557767,64.28397775
7260,INFJ,42.94876113,51.41002587,15.38619533,97.15841522,69.79872373
7261,INFJ,35.1685402,59.93398986,16.98655136,83.81293884,81.19585019
7262,INFP,45.77614307,41.35543776,48.41057267,92.20644497,80.18927364
7263,INTJ,24.32727388,30.8331453,42.31234721,99,76.40038442
7264,INFJ,53.04015309,46.95442448,25.63248449,94.55155256,33.88502317
7265,ENTP,53.68211276,71.25622705,41.02517926,76.73389533,56.94429227
7266,INTP,17.1259369,51.6289709,23.46742986,neuroticism,73.203241
7267,INFJ,29.34493722,56.47121633,12.20518826,90.3457324,73.08727277
7268,ISFP,13.31608596,56.16133762,42.08581913,97.67230184,73.01567664
7269,ISFJ,54.65177711,77.78599443,80.21479537,71.47478864,69.36944765
7270,INTJ,13.40715988,58.08566096,10.80883794,97.89959535,78.38911501
7271,INTJ,42.14315023,49.96346603,49.87603454,91.56492102,47.77368287
7272,INTP,64.53294217,57.61463979,26.1758431,85.14790947,52.93599849
7273,INTJ,14.84325188,47.85487841,53.60461742,92.87754071,55.9640284
7274,ENTP,43.85286155,44.43636156,34.00045248,98.85074629,54.58062839
7275,ENTJ,74.35320358,42.14829453,21.67073731,88.76675278,62.54378762
7276,ISTP,46.60645766,48.39929779,37.30560973,88.38777949,57.76515834
7277,ESTP,14.42311839,63.85442822,35.93957737,93.35950265,73.39188418
7278,INFJ,28.61216363,53.96451341,57.49252078,76.81708254,72.21652081
7279,ENTJ,9.863403586,50.1101081,33.91908475,98.12517451,75.86674027
7280,INFJ,50.78429459,72.60913335,60.91629307,91.023587,65.83439341
7281,INTP,30.77694625,57.81807194,40.14788922,95.86546005,89.73676561
7282,INTJ,8.263721452,58.68182549,53.0891316,98.55672242,93.93400713
7283,ISFJ,32.35022626,72.65676283,28.61956456,84.60491704,79.38881127
7284,ENTP,49.42635607,54.9690362,64.13059605,82.47910224,75.24367823
7285,INFP,68.85928908,29.5193897,65.0774697,97.56195504,26.28825316
7286,INFP,44.86754175,55.81839885,52.02387736,82.60229676,76.48220687
7287,ENFP,35.6766996,49.61988756,30.30690923,96.15685471,83.46581574
7288,INTP,63.1247211,42.09727009,15.75311922,83.11690542,45.13958063
7289,ENFP,14.79581843,44.74137919,62.43792876,98.06660604,74.76467041
7290,INTJ,23.51017039,80.29957395,50.86871504,81.79314413,77.82715848
7291,INFP,46.26407902,53.30836153,25.68897742,89.69596807,78.47343138
7292,INFP,25.22346819,61.7873775,19.87597972,98.3669826,80.55387708
7293,INFJ,35.76932144,pretty,25.81418161,85.63181977,75.3636477
7294,ESTP,8.597636349,53.04031681,46.79318785,94.88575694,74.97983441
7295,INFP,18.28478652,31.25258726,28.63764417,99,77.23126209
7296,INTJ,40.40151344,23.81745793,31.9352961,99,76.67099924
7297,INFJ,65.14719433,38.32570645,16.19289807,85.6841316,65.47897149
7298,INTP,38.59755065,29.81692913,41.55053161,93.2047779,74.65580336
7299,INTP,64.8724895,52.86274759,38.44494491,91.98241718,14.23758642
7300,ENFJ,39.78152338,61.9582345,37.84180309,96.96377264,64.97800688
7301,ISFJ,69.77843508,49.43017937,40.41449825,96.38792085,60.12570358
7302,ISTP,38.45694528,67.1313641,39.14195587,97.47868255,69.46375418
7303,INFJ,68.61450032,51.65445984,15.97423882,88.06417668,73.88168596
7304,ISFP,44.92552461,61.53145706,42.63781186,94.0477054,66.60906204
7305,INTJ,23.86702507,39.83989242,36.43772835,95.62762244,64.15546432
7306,ENFP,32.90790967,37.70390727,11.48796322,97.17496121,69.41092152
7307,ISTJ,12.23683463,52.30467894,53.94437116,85.74382874,84.30606028
7308,ENTP,42.90277238,57.82428793,18.1313367,85.00359907,66.15009061
7309,INTP,26.63273862,28.18010286,25.14631866,99,60.96016079
7310,ESFJ,26.25677493,48.69527709,24.01385101,97.20466676,53.59165874
7311,INTP,38.25865091,40.21964531,47.925032,97.04123445,79.91967964
7312,ENTJ,40.62689698,67.85661238,31.19148806,91.01989697,31.55578414
7313,ISFP,51.44960656,41.11489472,27.35622745,86.64014538,46.60865745
7314,INFJ,59.47197817,49.59430323,31.14579004,93.08719328,75.00232772
7315,ENFJ,22.13924009,55.02042675,27.32862585,96.58745391,58.34438857
7316,ENFP,36.9206428,73.20324915,20.62664867,86.02575038,56.9843377
7317,INTP,71.04105554,62.13986787,38.96731415,61.18861034,65.14404285
7318,ISTJ,48.53774528,68.65389073,23.99575109,81.54265966,69.67287566
7319,ISFJ,39.47320889,58.63400589,34.63607833,87.33191947,61.43147529
7320,INFP,26.64433969,35.96138803,25.4561342,99,75.10076963
7321,INFP,34.79555014,45.3669951,44.9931096,91.30882379,34.29533862
7322,INFJ,45.76082368,70.05186339,30.72633819,77.91128131,68.86595573
7323,INTP,25.35339565,61.97023748,41.48521517,93.66045748,46.13447936
7324,INFJ,29.81100382,52.85922992,13.03832869,93.47845602,73.51488211
7325,INFJ,38.6326191,54.98288589,30.7317219,98.1830614,57.65169585
7326,INFJ,15.34832944,83.74609521,25.83130735,82.82524655,87.29969689
7327,ENFP,47.73166182,52.13137177,25.98722522,94.07841591,48.43622856
7328,INFJ,62.87358668,56.62075109,47.1824483,93.77888942,42.36605519
7329,ESFP,14.63365794,28.6976103,13.69845819,99,70.8093096
7330,INTP,36.39992977,51.6753335,23.06711447,99,82.65399194
7331,INTP,39.71039131,58.80849612,51.31987456,94.18708432,63.25276308
7332,INFJ,37.22618727,51.80802157,26.90165125,94.9909715,72.34199575
7333,INFJ,47.50659977,75.42615448,improving,54.68121164,69.72863301
7334,INTP,35.35293124,44.23868389,5.55142119,97.79689403,60.71266581
7335,INTJ,45.92019271,50.64376196,33.65508033,99,56.9837767
7336,INFJ,23.67567999,56.35208526,15.72176116,87.67543087,68.05294161
7337,ENFP,42.32446094,55.9253544,35.39670575,78.83527203,75.60987176
7338,ENFP,31.89144941,54.79500956,21.78008483,99,75.11364499
7339,INFP,41.50662018,43.16400859,40.74137263,92.93788278,79.85709086
7340,ISFJ,20.89028187,72.817256,34.13673876,91.85201521,82.95343458
7341,INFJ,16.487889,49.85134764,42.92680482,96.94576287,81.24577916
7342,ENTJ,64.66895898,60.88973682,31.69900016,85.51439916,68.89615566
7343,INFP,34.63073548,32.14092408,25.28716772,99,51.49726989
7344,INTP,3.904063706,69.76123409,63.35273938,87.81215017,69.83998775
7345,INTP,29.41283667,22.44850666,13.9476797,99,60.77241547
7346,ISFP,32.52152053,43.22930177,50.27404768,97.71160695,41.00238894
7347,ISTP,22.55232168,73.35412041,34.96672687,96.40542997,95.76045777
7348,INFP,8.867171093,51.18329545,21.89939387,98.61229105,75.5679345
7349,INTP,32.58329207,76.7435539,41.40703921,67.21318401,43.08715232
7350,ENTP,15.11641804,29.54187161,38.759464,98.32505164,79.68000784
7351,ISFJ,54.46179815,47.20396398,30.99404518,85.7363331,56.85302519
7352,INTP,41.65904682,30.25254917,26.52574862,98.1443439,45.63309306
7353,INFP,56.71789348,56.3576345,32.68227008,75.16214009,73.17616317
7354,ENFJ,67.58150116,52.90078802,38.44718551,71.21960803,41.9306848
7355,INTP,28.41434142,49.57856285,33.47794943,96.76476905,65.38724517
7356,ENTP,27.63507587,51.53873322,47.33621843,92.54142406,70.56764891
7357,INFP,56.2813771,79.72390385,67.90198894,76.24810151,79.95451048
7358,ENFP,63.36845072,36.29801244,48.66607368,98.32836411,21.32345898
7359,INTP,12.27309918,18.62462689,36.6262155,99,83.84394033
7360,INFP,66.45439229,19.77560024,48.28542724,97.05116624,51.41403667
7361,INTP,28.33935443,45.49317113,30.03590431,93.91831078,80.98157756
7362,INFP,19.85027167,31.46807781,14.88241542,99,56.74390319
7363,INTJ,52.41835695,36.91505349,3.885497576,96.78729401,70.01221594
7364,ENFP,39.65251398,52.55251159,36.10783502,90.72135281,84.43996796
7365,INFJ,49.65814049,33.88502874,34.63911415,97.80267535,74.87259781
7366,ESFP,39.48343007,37.03456047,43.96729033,96.44493579,68.23865056
7367,INTP,26.9520632,33.51811055,24.12204626,98.23068307,is
7368,ENFJ,7.786976596,57.40334498,6.100303199,99,85.31438415
7369,INFP,7.552896325,60.93342363,24.73831076,96.13710149,82.37812114
7370,INFP,67.00143414,39.33613888,11.75303242,98.18777548,47.20070607
7371,INFJ,37.70990544,48.16251803,26.97469156,96.27585248,64.9280513
7372,ENTJ,15.89316251,82.9771932,24.53189403,71.32286332,91.70207607
7373,INTP,33.19533599,60.41625483,is,90.8759609,52.94847026
7374,INFP,21.19596493,46.12851082,15.58914293,92.91392979,78.35895184
7375,ISTP,19.46795781,56.36590167,27.50794562,89.26891685,73.42787314
7376,ESFP,6.595712227,42.6628932,27.42339193,98.82171209,73.96513617
7377,INTP,43.11605022,60.54425976,40.25839372,83.83855719,54.83780211
7378,INFP,32.14798867,57.49961686,15.91787705,94.52380561,66.14909333
7379,ENFJ,43.17162883,68.35566993,46.40819524,95.9192234,71.65886796
7380,ENFP,60.86538693,32.91273923,24.85224184,95.30950916,49.12647582
7381,ENFJ,46.47259771,54.42986926,28.3502872,96.68706849,56.08376302
7382,INFP,12.11629939,46.50085914,19.95347128,98.23656368,love
7383,INFP,45.52952391,71.68786047,71.97791291,73.10256043,88.05547035
7384,INFJ,11.13762895,29.02996086,20.01248973,99,81.70039515
7385,INFJ,28.93149134,16.05429038,14.55071328,99,57.94276322
7386,INFJ,60.1453387,76.82396498,69.1436071,80.33384372,57.27821387
7387,ENFP,34.27292863,74.77730238,32.09368391,90.6969306,71.79071707
7388,INFP,30.34696664,59.05951765,27.84430735,93.7656073,73.66440162
7389,INFP,47.41291587,53.97241443,58.80812522,97.28013458,51.99139213
7390,INFP,4.721788226,44.50312321,58.74784034,94.34232066,71.6008759
7391,ENFP,26.96181584,50.90105298,72.0225827,97.33068279,72.16974446
7392,ENTJ,78.50325413,63.18311172,35.75988614,68.84414449,55.25417328
7393,ISTJ,60.11899181,56.35573032,27.70113612,76.70952657,69.52130126
7394,INFJ,18.20909037,50.44287931,34.20701661,91.75546624,73.19993953
7395,ISFP,53.70664753,55.84417548,31.95374423,99,49.29192835
7396,INTP,22.05841199,50.23457494,30.7392962,97.0362032,74.36625117
7397,INTJ,42.11173895,38.84329067,37.2650519,96.4233109,63.79909555
7398,ISFJ,28.22878402,67.97066739,42.76702717,73.01775974,64.67917435
7399,INFJ,43.94224369,46.55892863,33.37508238,90.93597499,65.72260014
7400,ENFP,38.72385575,48.59174201,32.67617526,99,41.96042409
7401,INFP,8.04356923,50.03421769,16.31708905,98.60597298,74.55928952
7402,INFJ,17.47476186,60.63110668,40.86806858,90.53634884,78.37811729
7403,ESFJ,55.51314477,71.19222438,38.6781815,85.38735741,72.97160446
7404,ISFJ,10.07368256,41.61972925,45.05569232,99,90.88141973
7405,INTJ,36.42664172,43.04155278,38.73810897,97.22322485,62.04591042
7406,INTP,29.42466018,45.54463182,24.27284442,92.13859108,70.10939004
7407,INFP,19.68376842,43.67869476,59.86706605,92.95536953,79.42990431
7408,INFP,17.91900435,53.15906418,39.22280594,97.25092679,77.58604105
7409,ENTP,21.39490844,15.94937934,21.88269352,99,83.09421021
7410,ENFP,26.82755329,70.11933438,37.73769339,80.59085225,77.95946422
7411,INTJ,45.99386071,46.23292093,52.71188783,83.90960296,65.58754096
7412,ISTP,16.52745235,63.68234502,59.7039155,97.25653199,91.16944269
7413,ENTP,38.41442006,55.38170958,69.85438199,83.92105812,66.04603267
7414,INFJ,10.26706722,46.21090101,27.75200276,92.34730024,89.04120009
7415,ISFJ,47.94241728,33.85734652,43.32501146,97.65848674,59.43433686
7416,ENTP,4.081063607,44.73264098,50.62696219,99,93.9442013
7417,ISFP,42.52558769,40.25910047,45.64217588,94.86638329,61.46819268
7418,INFP,31.35423286,42.00003112,60.87362405,92.67595861,76.98061344
7419,INTP,36.76394484,65.17395131,46.27332667,87.82504735,64.62551981
7420,ISTP,25.71965801,48.24972098,18.47778503,99,79.54908036
7421,INTP,6.878409336,35.49253108,20.67610604,99,65.07136976
7422,INTJ,35.48458563,53.22070863,20.73589369,87.17395794,70.97932973
7423,ENFP,26.74273764,82.01409704,50.28694051,78.99058956,88.4215875
7424,INFP,12.84399141,56.1817971,10.71210263,99,79.06341692
7425,INFJ,25.05475296,68.5884565,28.31930663,73.55677831,61.00454381
7426,INFJ,6.861295095,37.30312054,48.13420771,99,76.67317431
7427,ENTJ,14.0891188,41.33434496,39.95470707,98.05386837,77.05228753
7428,INTP,28.27247916,68.24811586,44.73211146,65.44758001,61.80930521
7429,INFP,50.50090306,57.90527296,38.62375504,73.25840986,59.71373714
7430,INTP,25.8259148,61.09203712,42.9284452,93.86494602,53.71344987
7431,INFP,7.525374144,54.86070881,34.08913555,87.26748858,88.70294301
7432,INFP,38.63426637,55.32900079,38.04367846,87.35980017,80.00229556
7433,INFJ,64.71536151,57.14326257,39.93019348,70.19616292,91.68063576
7434,INFJ,30.14787131,50.38033248,47.01658591,96.67822809,79.28850577
7435,ENTJ,79.61102429,55.8865558,53.79656459,85.83027863,60.85519637
7436,ISFP,48.72541621,51.44573868,37.2372788,97.83314041,67.48481953
7437,INFP,29.75366376,61.71980223,45.87490308,88.1374044,personality-wise
7438,INTP,20.20007262,64.23327034,22.71458118,76.50461877,73.41263131
7439,INFP,11.43727159,80.33082713,13.32925817,92.42591683,76.27185767
7440,ENTP,48.66534709,64.06524466,56.57486892,71.21714894,40.50250805
7441,INTJ,15.05005072,41.48338605,65.14570656,97.90317797,81.57446485
7442,INTJ,21.97891393,60.28324072,27.51247622,98.23077442,80.30702766
7443,ENTP,41.3056855,76.62518523,59.9164385,85.48382633,73.58920055
7444,INFP,64.14445583,22.29517454,10.37617363,99,53.97790821
7445,ENTP,7.496592069,36.57862476,46.9767547,99,92.05404306
7446,INFP,51.34752728,62.000129,68.19407604,77.39869184,86.99563045
7447,INFP,41.81977677,49.91679598,29.74154657,98.21108573,77.07907784
7448,ISFJ,42.07620183,44.03908732,14.58297642,86.24076733,79.51476063
7449,INFP,5.025335859,31.1607428,15.78853305,99,79.41772954
7450,INFJ,26.80817574,65.4047892,35.73502182,89.52646227,74.67276721
7451,INTP,30.40456543,65.89253127,12.1227104,91.32245732,66.29430502
7452,ENTP,28.90865415,26.56842922,26.86681532,99,65.54652319
7453,INFP,62.90058156,25.1097112,19.78144767,99,56.62038368
7454,INFP,41.79271844,38.30680157,53.67282141,96.44053832,66.4537115
7455,INFP,34.51643674,64.57134125,17.00218532,90.26952428,82.58393819
7456,INTP,9.779892044,47.37397329,27.00569063,98.85829965,45.86827761
7457,ISTP,46.4083623,45.81988784,29.11124525,94.09146342,57.94424306
7458,INTP,45.51826484,48.95302618,32.28021146,83.3776418,44.94912083
7459,INTJ,43.80490494,50.48453887,37.97681957,88.32079646,86.81916561
7460,INTP,32.0001291,55.16370581,25.59676451,95.82480719,76.81711775
7461,INFJ,41.842137,18.19794237,9.07115795,99,60.14567851
7462,ISTP,8.420170542,39.05607538,45.52581837,99,82.77012908
7463,INTJ,32.96672951,64.09525965,72.00865492,70.78136134,85.94200483
7464,INFJ,58.87422283,74.29421163,42.04629223,59.49090575,61.98664235
7465,INFP,44.7557075,get,49.49375791,94.10355683,78.26124499
7466,ENFP,23.18339173,75.26736265,25.86681522,73.44035194,92.26851727
7467,INFJ,49.57019387,48.05241659,52.02881189,94.0799913,72.19033843
7468,INTP,28.44220456,41.13904624,21.6310858,99,57.76466089
7469,INTP,22.64837471,89.92598795,35.54757635,58.88443647,89.34397581
7470,INFJ,42.41195224,66.28011351,28.63443772,91.47396433,82.54528732
7471,INTJ,73.63695182,61.12399535,52.06030219,86.92045843,60.42435613
7472,ENFP,27.96767131,61.93660107,23.72465948,96.27690834,68.15576824
7473,INTJ,18.45709355,45.47164547,31.54826492,98.47654051,53.05690783
7474,INFJ,51.2940226,47.56244614,17.21135848,78.81424147,66.1100966
7475,INTJ,48.30727565,14.78955877,32.56228201,97.6703737,45.62861687
7476,ENTP,24.61021537,37.12135954,16.94186778,99,43.02859211
7477,INFP,32.8369924,46.59132174,8.102773261,94.95332142,68.53420765
7478,INFJ,53.74135586,52.73334548,27.84848004,96.74129867,40.00316571
7479,INTP,3.746316691,64.99626697,23.51164094,92.71093675,80.1290316
7480,ESTJ,65.75421779,65.37422776,51.62997692,83.8945452,41.62174785
7481,ISTP,25.05267195,14.75891806,22.61235379,99,53.60842084
7482,ENTP,39.19904242,76.92229283,45.75609373,72.97576092,83.00760918
7483,INTJ,32.83992077,52.32437761,34.56100615,95.9467646,73.42224938
7484,INTJ,46.64143289,31.60018203,19.57710951,94.61215634,67.77730454
7485,INFP,51.26461846,63.23043721,40.48214214,94.34853849,82.06095497
7486,INFP,39.5775695,40.58554501,46.62683398,93.25415461,56.4986333
7487,INTP,29.92269651,71.50182901,70.2502946,92.59663798,92.45611719
7488,INFP,28.57546342,70.3371364,68.22762293,73.0595969,89.87126828
7489,INFJ,66.05006917,40.12439941,6.69741416,97.67173429,29.67846739
7490,ENTP,13.58957704,38.6577903,25.34588659,99,70.09700672
7491,ENTJ,42.58801522,65.13896322,58.17780286,83.72395269,57.10869486
7492,INTJ,26.68742211,56.18179795,43.24209692,96.62504137,55.19177405
7493,ISFJ,38.72070353,40.34338022,25.21059429,99,62.59223423
7494,INFP,31.88552947,33.73866607,29.2422328,95.83848407,76.36351144
7495,INFP,61.78588931,39.06414695,23.12884047,99,62.29768895
7496,ENFP,30.90958769,68.63400015,11.56651737,77.6000543,76.23217082
7497,INFP,12.22694768,18.68316093,18.74895931,99,82.73330341
7498,ENFP,38.81920714,35.40630576,36.50472736,84.60475234,77.17993084
7499,INFP,18.30953977,42.91499844,18.75187744,99,69.39961767
7500,INTJ,29.05897091,46.18836405,32.94500198,92.65535967,55.59716082
7501,INTJ,30.67022354,49.9622177,45.8239749,98.02985192,92.25358672
7502,INFP,20.3486437,48.88480901,64.53960365,99,54.81122955
7503,ENFP,57.76218067,14.4552972,41.99140696,98.47420981,71.07875399
7504,INFJ,45.48720272,64.82249104,43.22050219,92.26959253,66.21409587
7505,ISTP,16.11412179,65.0968175,58.03728994,87.08834248,75.01682294
7506,INFP,23.11612412,51.90977924,13.20704468,98.98668677,75.06254277
7507,INFJ,47.81151031,71.95059931,19.5371766,78.46075795,74.01493714
7508,ISTP,39.3389696,66.21989606,64.18165359,89.73819163,71.41912838
7509,INTP,31.08560387,53.44712323,56.67709346,87.21939945,82.25465246
7510,INFJ,38.86897428,65.70717452,33.72181865,83.24751916,65.26959057
7511,INTJ,65.87545677,67.32745031,46.93100721,72.44199583,82.42605912
7512,INFP,55.16133617,66.91020226,29.45066613,55.21939017,50.00419703
7513,INTJ,29.46179401,87.54551973,48.22932916,60.55501776,69.4317727
7514,INFJ,51.77416378,28.46139026,31.67093976,94.18519639,47.23708854
7515,INTP,18.10631237,41.40337836,32.82547297,98.79921403,82.7637908
7516,ISFJ,27.86794367,47.67680532,66.13682066,99,75.40733787
7517,ENTP,42.82565518,41.19396407,36.50642831,96.07348489,45.22867492
7518,INFP,52.2219892,62.12401008,58.32958994,67.89175175,92.25277811
7519,INTP,46.70604461,70.00958825,54.58476365,78.28328602,74.02252471
7520,INTP,30.00351665,42.03728917,30.73261974,99,73.80800981
7521,INTJ,46.8683576,67.36083363,53.57082407,88.2538311,75.59696889
7522,ENTP,51.30302869,29.9127611,25.06523438,99,69.53130405
7523,INFJ,58.14223566,35.78701488,13.63251263,96.80906749,49.67034503
7524,INTJ,64.11423243,72.63268513,47.63228527,67.23202435,72.32787015
7525,INTP,8.596730059,65.41352496,33.669115,96.55832347,85.42587375
7526,INTP,47.78630385,39.32572068,49.55141642,93.69621728,73.03533111
7527,ENFP,49.44156566,66.96196814,83.02128148,87.43078149,85.88712345
7528,ENTP,40.50698204,56.67790003,15.99807606,99,37.24720573
7529,ENFP,14.65307789,52.18696008,38.12766532,97.79011476,78.22282317
7530,ESFP,20.10350414,82.54976234,24.43257938,82.0847753,85.88503246
7531,ENFP,47.92827142,52.28694215,65.23017556,92.73334681,63.01200372
7532,INTP,42.55176602,59.96697135,24.52454748,85.1424041,61.28327921
7533,INTP,42.86459326,46.34030867,62.39887388,82.82654326,68.10094533
7534,INTJ,18.80292498,52.68524833,29.28667895,86.08722438,69.28077291
7535,INFJ,10.68020502,51.71082289,33.26101652,98.06715009,69.11507741
7536,ISTP,59.41975358,28.56254891,37.19747997,95.51074546,76.20640493
7537,ISFP,28.98690491,32.3368219,32.8083731,99,68.29904257
7538,INTP,54.27156915,60.84128817,35.0849747,88.79194069,48.18406021
7539,ENTP,4.370714772,76.13198255,38.11320159,99,88.8095828
7540,INTJ,14.17829683,67.52307042,75.47114794,86.02910266,61.84546952
7541,INFJ,42.58495102,49.10794817,35.10989933,95.37043891,39.99687665
7542,ENTJ,17.73871075,25.09372299,64.73919915,99,47.55169137
7543,ISTP,6.885473159,26.71838234,22.75618855,99,78.37433886
7544,INFP,20.61724269,53.50402075,23.57440543,97.51444063,82.06712619
7545,ENFJ,46.74877717,41.67659811,44.61850617,95.4193796,62.13171031
7546,ISTJ,35.77439708,42.84322915,30.03670496,94.54701046,76.78730891
7547,INTP,16.60912865,60.13771504,23.72395822,97.818873,65.44760683
7548,INFP,36.9722918,44.01549995,32.88981113,94.78893592,77.66954403
7549,ISFP,40.90965394,37.06578237,6.338864532,98.8497233,74.74866308
7550,ISTJ,42.33017049,49.61946727,38.72256821,98.48105858,46.23140957
7551,INFJ,24.00105359,72.85996676,33.23825611,68.7185784,92.69497354
7552,INTJ,49.51772351,36.69652909,38.31877627,91.65585348,67.50313185
7553,ESTP,30.44356131,17.36731979,6.758915924,99,45.84866968
7554,ISFP,24.13449357,58.38514057,5.547978639,99,57.11660716
7555,ENTP,28.62758568,56.45796402,38.23822559,88.80870891,74.52787688
7556,INTP,25.35706071,53.98436101,45.46725787,96.45904199,64.13155282
7557,INTJ,36.87422396,47.99378897,35.88409257,94.83130808,50.46333654
7558,ENFJ,26.33632722,77.63978512,48.37990656,85.0240658,74.39406906
7559,ISFJ,65.33888239,46.05666091,41.00392482,90.03944003,48.1481474
7560,INFP,25.44964619,31.20078037,33.30552051,98.23737101,75.40083917
7561,INFJ,29.91286717,68.42890142,49.33330451,65.72135543,82.92639683
7562,INFJ,56.67039639,51.79747035,44.39350069,85.13615109,81.88385707
7563,INFJ,32.38282693,51.57618248,20.00036731,93.73168352,68.78210434
7564,INFP,17.06785938,31.90595625,43.05749935,99,72.72603901
7565,INTP,16.1167585,51.27735481,10.58363433,99,72.62333087
7566,ISFP,50.98246779,65.30797565,62.24981803,62.73389085,87.71894595
7567,ENFP,24.3555475,69.81685571,41.39192269,95.70774552,89.10141531
7568,INFJ,37.43856096,60.58046739,38.49002042,84.34721515,78.10606621
7569,INFP,82.55676983,42.67382633,26.57636189,84.84987533,67.75654568
7570,ENTJ,28.61575453,53.33025151,35.87654043,89.31900122,60.02057055
7571,INFP,40.77908746,27.9993729,41.38393383,98.88636965,72.75441089
7572,INFP,54.63234646,42.16884788,20.0433602,88.59131052,59.67063894
7573,INFP,18.92102952,36.54855636,8.364162266,99,64.11564446
7574,ISFJ,just...|||https://www.youtube.com/watch?v=WDoYVC5Zb74&index=5&list=PLnpIGDCblPQW3nTFaswp0n8-zC_NM9_Jn|||Low,just...|||https://www.youtube.com/watch?v=WDoYVC5Zb74&index=5&list=PLnpIGDCblPQW3nTFaswp0n8-zC_NM9_Jn|||Low,just...|||https://www.youtube.com/watch?v=WDoYVC5Zb74&index=5&list=PLnpIGDCblPQW3nTFaswp0n8-zC_NM9_Jn|||Low,87.11362567,just...|||https://www.youtube.com/watch?v=WDoYVC5Zb74&index=5&list=PLnpIGDCblPQW3nTFaswp0n8-zC_NM9_Jn|||Low
7575,INTJ,51.22878117,79.60530438,35.00018304,45.94705737,49.5181531
7576,ISTP,30.84717657,39.30404358,43.81849674,88.66946729,73.16983873
7577,ENFJ,35.83067702,48.4262365,30.17623059,94.32463776,64.73336054
7578,INTJ,46.23675577,65.60844077,36.06493242,82.4090331,83.44309441
7579,ENTJ,43.41686186,24.09388878,51.38559868,99,73.09250769
7580,INTP,48.84619608,53.18572301,18.39682042,92.43239793,65.58488071
7581,ISFJ,38.1071043,60.45723012,69.79121827,86.29220278,69.52822131
7582,INFP,47.04944599,50.06689308,45.23235203,91.40871806,64.60945417
7583,INFP,47.79326505,56.56643676,28.6603373,93.70811557,70.41642914
7584,INTP,35.5722741,33.86169592,61.81457073,88.88143601,71.91358668
7585,INFP,32.0127366,40.41169712,25.9206502,99,79.05267489
7586,INFJ,64.23548522,56.17195461,30.80204225,82.28827635,65.07396803
7587,INTP,7.898077539,55.40398033,38.25993515,99,83.61614776
7588,INTJ,32.49052871,45.53287562,19.85469395,98.00959749,59.69112538
7589,ENFP,23.33763691,55.97914281,43.664629,89.69925209,78.64539083
7590,INTJ,24.43309038,65.02495124,38.62993168,93.29377879,61.07593787
7591,INFP,76.97261284,66.02718759,37.92273575,84.11032151,30.30442716
7592,INTJ,42.33427225,54.21034772,30.41829213,91.56132549,72.69766697
7593,INFJ,27.07678229,73.19205963,22.26764822,87.22955555,67.25427767
7594,INFJ,66.98904879,56.55764024,65.34044251,90.73702279,57.03391386
